_date,_song,_artist,_peak-rank,_weeks-on-board,_genres,_track,_uri,_danceability,_energy,_key,_loudness,_mode,_speechiness,_acousticness,_instrumentalness,_liveness,_valence,_tempo,_duration_ms,_time_signature,_chorus_hit,_sections,_target,year,id,keywords
2002-09-07,dontchange,Musiq,17,26,"['hip hop', 'hip hop rnb and dance hall']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2002,dontchange_by_Musiq,"hip hop, hip hop rnb and dance hall"
2011-06-25,Bang Bang Bang,Selena Gomez & The Scene,94,1,"['alternative r&b', 'contemporary r&b', 'dance-pop', 'electropop', 'hollywood records', 'pop', 'teen pop']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2011,Bang_Bang_Bang_by_Selena_Gomez_&_The_Scene,"alternative r&b, contemporary r&b, dance-pop, electropop, hollywood records, pop, teen pop"
2017-11-25,Wait,Maroon 5,24,24,"['adult contemporary', 'automod ng', 'dance', 'dance-pop', 'electropop', 'fixme label mess', 'funk rock', 'music for soccer moms', 'pop', 'pop rock', 'pop/rock', 'rock', 'rock and indie', 'slow pop']",Wait,spotify:track:6AvfZXpbb6r35DfF7gHPRq,0.655,0.603,8.0,-5.014,1.0,0.0555,0.0959,0.0,0.107,0.452,126.088,190643.0,4.0,20.24305,9.0,1.0,2017,Wait_by_Maroon_5,"adult contemporary, automod ng, dance, dance-pop, electropop, fixme label mess, funk rock, music for soccer moms, pop, pop rock, pop/rock, rock, rock and indie, slow pop"
2007-11-24,Sexy Movimiento,Wisin & Yandel,98,3,"['latin', 'latin urban', 'reggaeton', 'reggaetón']",Sexy Movimiento,spotify:track:1Kgyx7NLtzsa3gWV1efGHu,0.815,0.757,10.0,-6.16,0.0,0.039,0.382,3.28e-06,0.147,0.734,104.986,209680.0,4.0,37.7948,10.0,1.0,2007,Sexy_Movimiento_by_Wisin_&_Yandel,"latin, latin urban, reggaeton, reggaetón"
2020-11-07,Cold As You,Luke Combs,32,20,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2020,Cold_As_You_by_Luke_Combs,Unknown
2012-08-18,Enough Of No Love,Keyshia Cole Featuring Lil Wayne,84,9,"['hip hop', 'hip hop rnb and dance hall', 'r&b']",Enough Of No Love,spotify:track:759b29QKmhaVSAuMp6AfWr,0.64,0.624,10.0,-5.831,0.0,0.152,0.0177,0.0,0.296,0.464,86.802,229427.0,4.0,56.84717,9.0,1.0,2012,Enough_Of_No_Love_by_Keyshia_Cole_Featuring_Lil_Wayne,"hip hop, hip hop rnb and dance hall, r&b"
2021-01-23,Best Friend,Saweetie Featuring Doja Cat,14,30,"['hip hop', 'pop', 'pop rap', 'r&b', 'trap']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2021,Best_Friend_by_Saweetie_Featuring_Doja_Cat,"hip hop, pop, pop rap, r&b, trap"
2003-10-25,Bad Boy This Bad Boy That,Bad Boy's Da Band,50,9,Unknown,Bad Boy This Bad Boy That,spotify:track:13QMUA813rB5QdsePrPRoo,0.854,0.705,1.0,-8.314,1.0,0.298,0.0262,0.0,0.0336,0.701,99.989,196693.0,4.0,47.45063,8.0,1.0,2003,Bad_Boy_This_Bad_Boy_That_by_Bad_Boy's_Da_Band,Unknown
2010-04-10,Wrong Baby Wrong,Martina McBride,74,15,"['contemporary country', 'country', 'country pop']",Wrong Baby Wrong,spotify:track:0F9BbXn7zjDkM6SRJvkBOd,0.572,0.673,6.0,-5.565,1.0,0.042,0.0596,0.0,0.0887,0.573,106.024,221667.0,4.0,22.83603,9.0,1.0,2010,Wrong_Baby_Wrong_by_Martina_McBride,"contemporary country, country, country pop"
2008-06-14,Another Try,Josh Turner Featuring Trisha Yearwood,96,3,"['adult contemporary', 'christmas music', 'classic pop and rock', 'contemporary country', 'country', 'country pop']",Another Try,spotify:track:776wdb7j6xJuLJDVay0zww,0.511,0.472,10.0,-8.119,1.0,0.0284,0.544,0.000519,0.104,0.261,123.247,225787.0,4.0,30.09353,11.0,1.0,2008,Another_Try_by_Josh_Turner_Featuring_Trisha_Yearwood,"adult contemporary, christmas music, classic pop and rock, contemporary country, country, country pop"
2001-11-10,Roll Out (My Business),Ludacris,17,21,"['american', 'dirty south', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'pop rap', 'rap', 'southern hip hop', 'trap rap']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2001,Roll_Out_(My_Business)_by_Ludacris,"american, dirty south, hip hop, hip hop rnb and dance hall, hip-hop, pop rap, rap, southern hip hop, trap rap"
2018-10-13,Hittas,Lil Wayne,59,1,"['as jailed', 'chopped and screwed', 'contemporary r&b', 'criminal', 'gangsta rap', 'hip hop', 'hip hop rnb and dance hall', 'lil wayne', 'pop rap', 'r&b', 'rap', 'rap rock', 'relic inn', 'southern hip hop', 'trap']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2018,Hittas_by_Lil_Wayne,"as jailed, chopped and screwed, contemporary r&b, criminal, gangsta rap, hip hop, hip hop rnb and dance hall, lil wayne, pop rap, r&b, rap, rap rock, relic inn, southern hip hop, trap"
2019-09-21,Hollywood's Bleeding,Post Malone,15,6,"['english', 'hip hop']",Hollywood's Bleeding,spotify:track:21jGcNKet2qwijlDFuPiPb,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280.0,4.0,52.05235,9.0,1.0,2019,Hollywood's_Bleeding_by_Post_Malone,"english, hip hop"
2021-09-25,Lalisa,Lisa,84,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2021,Lalisa_by_Lisa,Unknown
2021-08-28,Rumors,Lizzo Featuring Cardi B,4,7,"['alternative pop', 'englisch', 'english', 'hip hop', 'lick', 'pop', 'rap', 'relic inn']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2021,Rumors_by_Lizzo_Featuring_Cardi_B,"alternative pop, englisch, english, hip hop, lick, pop, rap, relic inn"
2011-06-11,Marry The Night,Lady Gaga,29,12,"['american', 'américain', 'art pop', 'britney spears', 'dance', 'dance-pop', 'disco', 'edge of glory', 'electronic', 'electropop', 'gata rahe mera dil', 'pop', 'pop rock', 'saxx dreams', 'server name', 'synth-pop', 'synthpop', 'the fame', 'united states', 'usa']",Marry The Night,spotify:track:1k18nxjYj8R5iz82Ap7GEY,0.614,0.879,0.0,-4.422,1.0,0.056,0.00104,0.00438,0.41,0.407,131.092,264520.0,4.0,40.32042,12.0,1.0,2011,Marry_The_Night_by_Lady_Gaga,"american, américain, art pop, britney spears, dance, dance-pop, disco, edge of glory, electronic, electropop, gata rahe mera dil, pop, pop rock, saxx dreams, server name, synth-pop, synthpop, the fame, united states, usa"
2018-06-16,Humility,Gorillaz Featuring George Benson,85,1,"['2008 universal fire victim', 'american', 'hip hop rnb and dance hall', 'jazz', 'jazz pop', 'jazz-funk', 'rnb', 'smooth jazz', 'smooth soul', 'soul jazz']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2018,Humility_by_Gorillaz_Featuring_George_Benson,"2008 universal fire victim, american, hip hop rnb and dance hall, jazz, jazz pop, jazz-funk, rnb, smooth jazz, smooth soul, soul jazz"
2016-03-26,Try Everything,Shakira,63,9,"['alternative', 'atlantico', 'barranquilla', 'classic pop and rock', 'colombian', 'dance-pop', 'electropop', 'latin', 'latin pop', 'merengue', 'pop', 'pop rock', 'rock']",Try Everything,spotify:track:1N3dZ7TTWO6VcD4Y3hHYLZ,0.705,0.609,1.0,-4.897,1.0,0.0307,0.0257,0.0,0.0846,0.476,115.474,196853.0,4.0,50.76423,9.0,1.0,2016,Try_Everything_by_Shakira,"alternative, atlantico, barranquilla, classic pop and rock, colombian, dance-pop, electropop, latin, latin pop, merengue, pop, pop rock, rock"
2017-06-03,Felices Los 4,Maluma,48,20,"['english', 'latin', 'latin pop', 'latin urban', 'reggaeton', 'spanish']",Felices Los 4,spotify:track:1RouRzlg8OKFeqc6LvdxmB,0.766,0.756,5.0,-5.861,1.0,0.132,0.213,0.0,0.349,0.716,94.027,230000.0,4.0,29.5999,10.0,1.0,2017,Felices_Los_4_by_Maluma,"english, latin, latin pop, latin urban, reggaeton, spanish"
2016-11-19,Blessed Up,Meek Mill,97,1,"['east coast hip hop', 'gangsta rap', 'hip hop', 'meek mill', 'trap']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2016,Blessed_Up_by_Meek_Mill,"east coast hip hop, gangsta rap, hip hop, meek mill, trap"
2012-09-15,Shinin' On Me,Jerrod Niemann,92,7,"['bro-country', 'contemporary country', 'country']",Shinin' On Me,spotify:track:56hUUEbFVeJXCmbdPfsy1T,0.651,0.773,7.0,-6.97,1.0,0.0366,0.318,0.0,0.27,0.69,83.995,194573.0,4.0,37.11004,9.0,1.0,2012,Shinin'_On_Me_by_Jerrod_Niemann,"bro-country, contemporary country, country"
2013-06-29,I Got You,Jack Johnson,88,1,"['acoustic', 'american', 'folk', 'folk rock', 'pop', 'pop and chart', 'rock', 'soft rock', 'surf']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2013,I_Got_You_by_Jack_Johnson,"acoustic, american, folk, folk rock, pop, pop and chart, rock, soft rock, surf"
2020-01-04,Baby It's Cold Outside,Dean Martin,45,1,"['american', 'big band', 'christmas music', 'classic pop and rock', 'country pop', 'pop', 'standards', 'traditional pop', 'vocal jazz']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2020,Baby_It's_Cold_Outside_by_Dean_Martin,"american, big band, christmas music, classic pop and rock, country pop, pop, standards, traditional pop, vocal jazz"
2020-02-15,Only The Young,Taylor Swift,50,1,"['americana', 'contemporary country', 'country', 'country pop', 'country-pop', 'dance-pop', 'electropop', 'female vocals', 'fixme label mess', 'hp', 'icon', 'pop', 'pop rock', 'relic inn', 'singer-songwriter', 'singer/songwriter', 'taylor-swift', 'teen pop', 'top 40']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2020,Only_The_Young_by_Taylor_Swift,"americana, contemporary country, country, country pop, country-pop, dance-pop, electropop, female vocals, fixme label mess, hp, icon, pop, pop rock, relic inn, singer-songwriter, singer/songwriter, taylor-swift, teen pop, top 40"
2017-06-17,Somethin Tells Me,Bryson Tiller,74,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2017,Somethin_Tells_Me_by_Bryson_Tiller,Unknown
2008-04-19,Boyfriend/Girlfriend,C-Side Featuring Keyshia Cole,72,7,"['hip hop', 'hip hop rnb and dance hall', 'r&b']",Boyfriend/Girlfriend,spotify:track:7bWonRM5QK6qA0dwYISntA,0.782,0.637,0.0,-6.357,1.0,0.126,0.0414,0.0,0.0955,0.328,124.014,207600.0,4.0,37.14653,11.0,1.0,2008,Boyfriend_Girlfriend_by_C-Side_Featuring_Keyshia_Cole,"hip hop, hip hop rnb and dance hall, r&b"
2003-03-15,Have You Forgotten?,Darryl Worley,22,20,Unknown,Have You Forgotten?,spotify:track:5JWuz7zukN8z9JLNm29U5K,0.478,0.625,7.0,-5.975,1.0,0.0341,0.0515,0.0,0.116,0.343,160.196,242293.0,4.0,19.11048,13.0,1.0,2003,Have_You_Forgotten?_by_Darryl_Worley,Unknown
2019-10-19,HIGHEST IN THE ROOM,Travis Scott,1,22,"['english', 'hip hop', 'rap', 'relic inn', 'trap', 'travis scott']",HIGHEST IN THE ROOM,spotify:track:3eekarcy7kvN4yt5ZFzltW,0.598,0.427,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721.0,4.0,50.62529,8.0,1.0,2019,HIGHEST_IN_THE_ROOM_by_Travis_Scott,"english, hip hop, rap, relic inn, trap, travis scott"
2016-06-04,Unsteady,X Ambassadors,20,34,"['alternative rock', 'folk pop', 'pop rock']",Unsteady,spotify:track:7lGKEWMXVWWTt3X71Bv44I,0.389,0.665,0.0,-6.169,1.0,0.0644,0.178,0.000732,0.116,0.199,117.055,193547.0,4.0,74.96407,5.0,1.0,2016,Unsteady_by_X_Ambassadors,"alternative rock, folk pop, pop rock"
2010-10-16,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,7,31,"['contemporary r&b', 'electropop', 'hip hop', 'pop', 'pop rap', 'rap', 'soul and reggae', 'southern hip hop']",Hey Baby (Drop It To The Floor),spotify:track:3rfhI32Il2hVRKDkuGeeen,0.595,0.913,10.0,-3.428,0.0,0.0884,0.0435,0.0,0.259,0.762,128.021,234453.0,4.0,23.09675,14.0,1.0,2010,Hey_Baby_(Drop_It_To_The_Floor)_by_Pitbull_Featuring_T-Pain,"contemporary r&b, electropop, hip hop, pop, pop rap, rap, soul and reggae, southern hip hop"
2021-11-20,Jumpin,NLE Choppa Featuring Polo G,89,1,['hip hop'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2021,Jumpin_by_NLE_Choppa_Featuring_Polo_G,hip hop
2012-07-21,Truck Yeah,Tim McGraw,57,16,"['adult contemporary', 'contemporary country', 'country', 'country pop', 'neo-traditionalist country']",Truck Yeah,spotify:track:3crxySebCike4UZq4SvzxT,0.608,0.931,7.0,-3.278,1.0,0.0336,0.114,0.0,0.067,0.768,97.973,208400.0,4.0,20.17278,10.0,1.0,2012,Truck_Yeah_by_Tim_McGraw,"adult contemporary, contemporary country, country, country pop, neo-traditionalist country"
2020-08-22,Freestyle,Rod Wave,86,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2020,Freestyle_by_Rod_Wave,Unknown
2004-02-14,Hold On,Good Charlotte,63,5,"['pop and chart', 'pop punk']",Hold On,spotify:track:3UyL1yzD5B1nIaFJRs4W8r,0.424,0.937,1.0,-5.354,1.0,0.0769,0.000884,0.0,0.113,0.156,137.861,245600.0,4.0,41.42371,10.0,1.0,2004,Hold_On_by_Good_Charlotte,"pop and chart, pop punk"
